order_id,customer_id,sku,quantity,unit_price,order_date,channel,sales_amount,category,cost,active,name,country,segment,margin_amount,year_month
O000142,C0001,SKU0006,2,50.41,2025-04-30,export,100.82,Gift Box,11.69,1,Diego Vargas,Ecuador,Wholesale,77.44,2025-04
O000696,C0040,SKU0011,43,13.01,2024-01-10,retail,559.43,Luxury,23.93,1,Carlos Ortiz,UK,E-commerce,-469.56,2024-01
O000478,C0014,SKU0040,14,76.68,2024-02-08,retail,1073.52,Standard,16.39,1,Paula Reyes,France,Distributor,844.0600000000001,2024-02
O001382,C0163,SKU0035,13,45.39,2024-05-14,ecommerce,590.07,Luxury,16.47,1,Diego Morales,Germany,Wholesale,375.96000000000004,2024-05
O000356,C0141,SKU0026,49,25.01,2024-04-14,retail,1225.49,Standard,6.77,1,Diego Rojas,Chile,E-commerce,893.7600000000001,2024-04
O001217,C0050,SKU0051,26,32.94,2024-01-30,retail,856.4399999999999,Premium,16.59,0,Andrés Silva,France,Retail,425.09999999999997,2024-01
O000336,C0167,SKU0027,35,75.36,2024-07-28,wholesale,2637.6,Seasonal,16.9,1,Andrés Mendoza,Spain,Distributor,2046.1000000000001,2024-07
O000068,C0039,SKU0049,32,59.2,2025-12-31,ecommerce,1894.4,Luxury,20.78,1,Daniela Sánchez,Canada,Wholesale,1229.44,2025-12
O001366,C0010,SKU0031,26,9.67,2025-07-25,wholesale,251.42,Standard,23.65,0,Lucía Silva,Ecuador,E-commerce,-363.47999999999996,2025-07
O001472,C0147,SKU0024,46,24.97,2025-12-13,wholesale,1148.62,Seasonal,18.59,1,Ana Silva,,Corporate,293.47999999999996,2025-12
O001052,C0027,SKU0033,47,33.6,2024-01-31,wholesale,1579.2,Standard,24.14,1,Camila Ramírez,,Corporate,444.62000000000006,2024-01
O000083,C0076,SKU0045,16,35.87,2024-09-11,ecommerce,573.92,Premium,16.02,0,Lucía Vargas,Germany,Distributor,317.59999999999997,2024-09
O000326,C0058,SKU0052,32,57.38,2024-09-22,wholesale,1836.16,Standard,23.56,1,Fernando Ortiz,USA,Retail,1082.2400000000002,2024-09
O000892,C0117,SKU0027,8,68.63,2025-11-13,wholesale,549.04,Seasonal,16.9,1,Lucía Torres,Ecuador,E-commerce,413.84,2025-11
O001212,C0083,SKU0057,38,17.64,2025-10-17,ecommerce,670.32,Luxury,12.79,1,Jorge Pérez,USA,E-commerce,184.30000000000007,2025-10
O000016,C0020,SKU0051,12,57.06,2025-07-15,retail,684.72,Premium,16.59,0,Luis Vargas,Germany,Corporate,485.64,2025-07
O000159,C0091,SKU0008,30,23.13,2024-09-09,ecommerce,693.9,Gift Box,11.97,0,Lucía Mendoza,Germany,Corporate,334.79999999999995,2024-09
O000802,C0041,SKU0001,4,66.29,2024-03-16,retail,265.16,Gift Box,6.94,1,Ana Reyes,USA,Retail,237.40000000000003,2024-03
O000735,C0140,SKU0035,14,20.7,2024-03-08,ecommerce,289.8,Luxury,16.47,1,Valentina Sánchez,Germany,Corporate,59.220000000000006,2024-03
O000506,C0128,SKU0012,24,32.46,2025-01-08,ecommerce,779.04,Standard,23.24,1,Jorge Vargas,France,Retail,221.28000000000006,2025-01
O000550,C0192,SKU0031,5,17.74,2024-01-24,wholesale,88.69999999999999,Standard,23.65,0,Miguel Flores,UK,Retail,-29.55,2024-01
O000573,C0078,SKU0046,32,64.82,2026-01-28,ecommerce,2074.24,Seasonal,13.79,1,Carlos Sánchez,Canada,,1632.9599999999998,2026-01
O001151,C0109,SKU0028,5,10.81,2025-02-18,retail,54.050000000000004,Gift Box,6.0,1,Miguel Morales,Germany,Wholesale,24.050000000000004,2025-02
O001492,C0198,SKU0043,11,30.12,2024-05-14,export,331.32,Standard,7.6,1,Diego Castro,USA,Retail,247.72000000000003,2024-05
O000757,C0180,SKU0026,46,65.61,2024-12-13,export,3018.06,Standard,6.77,1,Ana Pérez,Netherlands,Wholesale,2706.6400000000003,2024-12
O001333,C0126,SKU0046,36,36.96,2025-10-10,ecommerce,1330.56,Seasonal,13.79,1,Diego Pérez,Netherlands,Wholesale,834.1200000000001,2025-10
O000557,C0066,SKU0056,18,59.66,2024-03-08,wholesale,1073.8799999999999,Seasonal,17.82,1,Sofía Castro,Spain,Distributor,753.1199999999999,2024-03
O000673,C0134,SKU0026,38,25.92,2025-10-01,retail,984.96,Standard,6.77,1,Camila Castro,Netherlands,Corporate,727.7,2025-10
O000100,C0111,SKU0038,37,66.03,2025-10-01,ecommerce,2443.11,Gift Box,23.87,1,Paula Pérez,Canada,E-commerce,1559.9199999999998,2025-10
O000329,C0040,SKU0046,30,53.2,2025-11-18,retail,1596.0,Seasonal,13.79,1,Carlos Ortiz,UK,E-commerce,1182.3000000000002,2025-11
O000449,C0162,SKU0036,42,21.37,2024-08-31,retail,897.5400000000001,,6.94,1,Lucía Sánchez,UK,Corporate,606.06,2024-08
O001165,C0025,SKU0010,10,15.73,2024-09-07,ecommerce,157.3,Seasonal,10.23,1,Luis Rojas,France,E-commerce,55.0,2024-09
O000084,C0186,SKU0007,11,67.05,2024-01-09,wholesale,737.55,Seasonal,10.88,1,Carlos Ramírez,Germany,Retail,617.8699999999999,2024-01
O000003,C0106,SKU0025,43,66.78,2024-07-06,ecommerce,2871.54,Luxury,22.08,0,Fernando Torres,France,Retail,1922.1000000000001,2024-07
O000808,C0058,SKU0016,37,41.97,2024-07-30,wholesale,1552.8899999999999,Standard,21.82,1,Fernando Ortiz,USA,Retail,745.55,2024-07
O001038,C0034,SKU0026,35,63.48,2025-04-01,wholesale,2221.7999999999997,Standard,6.77,1,Luis Gómez,Netherlands,E-commerce,1984.8499999999997,2025-04
O001078,C0160,SKU0039,2,29.85,2025-07-02,export,59.7,,9.32,1,Paula Gómez,France,E-commerce,41.06,2025-07
O001414,C0185,SKU0053,41,71.32,2025-07-13,export,2924.12,Gift Box,6.51,1,María Vargas,Germany,Retail,2657.2099999999996,2025-07
O001043,C0038,SKU0043,42,14.48,2025-02-04,export,608.16,Standard,7.6,1,Daniela Vargas,Mexico,Distributor,288.96000000000004,2025-02
O000572,C0030,SKU0052,30,16.55,2025-08-11,export,496.5,Standard,23.56,1,Miguel Pérez,Germany,Retail,-210.29999999999995,2025-08
O000216,C0159,SKU0045,19,39.61,2024-12-29,ecommerce,752.59,Premium,16.02,0,Paula Reyes,Netherlands,Retail,448.21,2024-12
O001256,C0061,SKU0053,44,70.56,2025-05-20,retail,3104.6400000000003,Gift Box,6.51,1,Camila Ramírez,Chile,E-commerce,2818.2,2025-05
O000746,C0043,SKU0042,31,46.66,2025-11-19,export,1446.4599999999998,Gift Box,16.94,1,Jorge Ramírez,France,Retail,921.3199999999998,2025-11
O001313,C0003,SKU0011,24,60.54,2024-06-18,ecommerce,1452.96,Luxury,23.93,1,Sofía Mendoza,UK,Distributor,878.64,2024-06
O000081,C0161,SKU0052,11,40.09,2025-12-06,wholesale,440.99,Standard,23.56,1,Ana Herrera,Chile,Corporate,181.83000000000004,2025-12
O000495,C0144,SKU0029,30,41.61,2024-04-25,ecommerce,1248.3,Standard,19.24,0,Ana Reyes,Germany,Distributor,671.1,2024-04
O000038,C0081,SKU0018,46,11.51,2025-10-03,ecommerce,529.46,Luxury,20.89,0,María Silva,Chile,Wholesale,-431.48,2025-10
O001423,C0040,SKU0034,8,66.67,2024-12-19,ecommerce,533.36,Gift Box,6.94,1,Carlos Ortiz,UK,E-commerce,477.84000000000003,2024-12
O000930,C0083,SKU0007,4,52.18,2025-01-29,retail,208.72,Seasonal,10.88,1,Jorge Pérez,USA,E-commerce,165.2,2025-01
O000613,C0037,SKU0058,39,14.87,2025-10-06,wholesale,579.93,Luxury,20.26,1,Andrés Ramírez,Mexico,E-commerce,-210.2100000000001,2025-10
O000609,C0182,SKU0038,16,55.43,2025-06-19,ecommerce,886.88,Gift Box,23.87,1,Camila Reyes,USA,Corporate,504.96,2025-06
O001458,C0194,SKU0049,22,24.4,2024-06-10,ecommerce,536.8,Luxury,20.78,1,Jorge Herrera,Spain,Distributor,79.63999999999994,2024-06
O000183,C0016,SKU0031,38,71.24,2026-01-30,ecommerce,2707.12,Standard,23.65,0,Diego Mendoza,France,Wholesale,1808.4199999999998,2026-01
O000375,C0039,SKU0001,26,26.53,2024-03-03,retail,689.78,Gift Box,6.94,1,Daniela Sánchez,Canada,Wholesale,509.34,2024-03
O000505,C0092,SKU0012,3,40.63,2024-07-28,ecommerce,121.89000000000001,Standard,23.24,1,Camila Reyes,Mexico,,52.170000000000016,2024-07
O000983,C0105,SKU0003,26,55.13,2025-10-01,ecommerce,1433.38,Seasonal,12.75,0,Sofía Castro,France,Distributor,1101.88,2025-10
O000654,C0099,SKU0056,22,10.25,2024-07-27,wholesale,225.5,Seasonal,17.82,1,Miguel Ortiz,UK,Wholesale,-166.54000000000002,2024-07
O000067,C0044,SKU0046,33,45.03,2025-01-17,ecommerce,1485.99,Seasonal,13.79,1,Sofía Ortiz,Spain,E-commerce,1030.92,2025-01
O000542,C0150,SKU0006,35,16.93,2024-04-15,retail,592.55,Gift Box,11.69,1,Diego Vargas,Ecuador,Retail,183.4,2024-04
O000652,C0096,SKU0030,36,42.16,2025-04-18,retail,1517.7599999999998,Standard,5.77,1,Jorge Mendoza,Canada,Distributor,1310.04,2025-04
O001197,C0044,SKU0039,37,60.46,2025-04-06,retail,2237.02,,9.32,1,Sofía Ortiz,Spain,E-commerce,1892.18,2025-04
O000408,C0183,SKU0005,16,18.32,2025-07-19,retail,293.12,Standard,11.72,1,Carlos Silva,Germany,Corporate,105.6,2025-07
O000469,C0056,SKU0037,34,17.34,2025-03-11,ecommerce,589.56,Gift Box,20.7,0,Diego Gómez,Ecuador,Retail,-114.23999999999998,2025-03
O001066,C0105,SKU0010,41,9.76,2024-08-18,retail,400.15999999999997,Seasonal,10.23,1,Sofía Castro,France,Distributor,-19.270000000000024,2024-08
O000998,C0047,SKU0025,28,45.79,2025-07-26,ecommerce,1282.12,Luxury,22.08,0,Sofía Ortiz,Germany,E-commerce,663.88,2025-07
O000173,C0135,SKU0012,26,38.23,2024-10-19,retail,993.9799999999999,Standard,23.24,1,Fernando Gómez,France,Distributor,389.73999999999995,2024-10
O000663,C0198,SKU0018,5,8.46,2026-01-14,ecommerce,42.300000000000004,Luxury,20.89,0,Diego Castro,USA,Retail,-62.15,2026-01
O001271,C0128,SKU0004,26,44.53,2025-08-29,retail,1157.78,Seasonal,8.88,1,Jorge Vargas,France,Retail,926.9,2025-08
O000551,C0161,SKU0005,29,74.57,2024-04-27,wholesale,2162.5299999999997,Standard,11.72,1,Ana Herrera,Chile,Corporate,1822.6499999999999,2024-04
O000285,C0133,SKU0048,17,13.63,2024-10-08,retail,231.71,Gift Box,20.04,1,Luis Silva,Ecuador,Wholesale,-108.96999999999997,2024-10
O000991,C0110,SKU0035,12,25.39,2025-12-11,ecommerce,304.68,Luxury,16.47,1,Valentina Torres,France,Retail,107.04000000000002,2025-12
O001035,C0166,SKU0053,1,57.06,2024-08-18,ecommerce,57.06,Gift Box,6.51,1,Andrés Torres,,Distributor,50.550000000000004,2024-08
O001189,C0130,SKU0013,28,11.35,2024-06-26,wholesale,317.8,Luxury,14.1,1,Fernando Castro,UK,Distributor,-77.0,2024-06
O001260,C0198,SKU0014,42,34.22,2025-09-26,wholesale,1437.24,Premium,10.9,1,Diego Castro,USA,Retail,979.44,2025-09
O001250,C0041,SKU0052,32,64.1,2025-08-25,ecommerce,2051.2,Standard,23.56,1,Ana Reyes,USA,Retail,1297.2799999999997,2025-08
O000233,C0116,SKU0032,1,65.55,2025-09-08,wholesale,65.55,Premium,6.89,1,María Mendoza,Netherlands,E-commerce,58.66,2025-09
O000541,C0023,SKU0002,22,47.32,2024-08-31,ecommerce,1041.04,Seasonal,14.04,1,Luis Sánchez,USA,E-commerce,732.1600000000001,2024-08
O000922,C0128,SKU0048,32,26.51,2024-05-02,ecommerce,848.32,Gift Box,20.04,1,Jorge Vargas,France,Retail,207.04000000000008,2024-05
O001026,C0116,SKU0004,40,62.95,2024-10-26,retail,2518.0,Seasonal,8.88,1,María Mendoza,Netherlands,E-commerce,2162.8,2024-10
O000615,C0074,SKU0060,11,60.41,2024-08-17,wholesale,664.51,Gift Box,11.01,1,Sofía Sánchez,USA,Corporate,543.4,2024-08
O000854,C0174,SKU0056,30,63.15,2025-02-25,export,1894.5,Seasonal,17.82,1,Fernando Ortiz,France,Wholesale,1359.8999999999999,2025-02
O000702,C0081,SKU0018,48,28.15,2024-11-06,retail,1351.1999999999998,Luxury,20.89,0,María Silva,Chile,Wholesale,348.4799999999999,2024-11
O000533,C0120,SKU0043,38,76.18,2025-01-12,export,2894.84,Standard,7.6,1,Daniela Castro,USA,E-commerce,2606.0400000000004,2025-01
O000612,C0063,SKU0001,46,73.33,2025-07-06,wholesale,3373.18,Gift Box,6.94,1,Daniela Gómez,Spain,Wholesale,3053.94,2025-07
O000706,C0137,SKU0004,3,20.6,2025-11-08,export,61.800000000000004,Seasonal,8.88,1,Luis Rojas,UK,Corporate,35.160000000000004,2025-11
O000931,C0124,SKU0007,11,24.45,2024-08-03,ecommerce,268.95,Seasonal,10.88,1,Carlos Castro,Germany,Corporate,149.26999999999998,2024-08
O001171,C0103,SKU0056,44,13.98,2024-12-03,wholesale,615.12,Seasonal,17.82,1,Ana Sánchez,Mexico,Retail,-168.95999999999998,2024-12
O000271,C0177,SKU0020,17,25.91,2024-06-18,export,440.47,Gift Box,17.29,1,Jorge Torres,France,E-commerce,146.54000000000002,2024-06
O000604,C0094,SKU0018,37,50.56,2024-01-23,export,1870.72,Luxury,20.89,0,Miguel Rojas,Spain,Wholesale,1097.79,2024-01
O000461,C0118,SKU0019,13,59.47,2025-12-15,ecommerce,773.11,Luxury,15.19,1,Luis Vargas,USA,E-commerce,575.64,2025-12
O001403,C0028,SKU0030,5,42.63,2025-12-29,retail,213.15,Standard,5.77,1,Ana Sánchez,Mexico,Distributor,184.3,2025-12
O000676,C0178,SKU0035,11,46.63,2025-04-10,retail,512.9300000000001,Luxury,16.47,1,Lucía Reyes,USA,E-commerce,331.76000000000005,2025-04
O001219,C0189,SKU0032,44,25.71,2024-12-12,retail,1131.24,Premium,6.89,1,Daniela Silva,Canada,Corporate,828.08,2024-12
O000061,C0159,SKU0028,8,45.38,2024-07-01,ecommerce,363.04,Gift Box,6.0,1,Paula Reyes,Netherlands,Retail,315.04,2024-07
O000202,C0113,SKU0013,13,62.14,2025-04-01,export,807.82,Luxury,14.1,1,Lucía Morales,Netherlands,Retail,624.52,2025-04
O000266,C0017,SKU0024,11,74.81,2024-11-09,wholesale,822.9100000000001,Seasonal,18.59,1,Carlos Pérez,Netherlands,Retail,618.42,2024-11
O000499,C0144,SKU0029,7,38.46,2024-11-12,retail,269.22,Standard,19.24,0,Ana Reyes,Germany,Distributor,134.54000000000002,2024-11
O001264,C0182,SKU0035,25,37.89,2024-11-18,retail,947.25,Luxury,16.47,1,Camila Reyes,USA,Corporate,535.5,2024-11
O000400,C0031,SKU0044,40,45.14,2024-06-28,export,1805.6,Standard,15.86,1,Camila Pérez,Germany,Distributor,1171.2,2024-06
O001281,C0136,SKU0033,33,40.15,2025-06-04,ecommerce,1324.95,Standard,24.14,1,Andrés Vargas,Spain,Corporate,528.3299999999999,2025-06
O000280,C0107,SKU0060,27,57.01,2024-01-29,retail,1539.27,Gift Box,11.01,1,Lucía Reyes,France,Wholesale,1242.0,2024-01
O000302,C0012,SKU0049,30,48.49,2024-06-27,retail,1454.7,Luxury,20.78,1,Fernando Sánchez,Chile,E-commerce,831.3000000000001,2024-06
O001259,C0049,SKU0022,43,46.15,2025-06-25,ecommerce,1984.45,Gift Box,19.43,1,Paula Vargas,UK,E-commerce,1148.96,2025-06
O001177,C0194,SKU0018,24,27.71,2024-11-02,retail,665.04,Luxury,20.89,0,Jorge Herrera,Spain,Distributor,163.68,2024-11
O001125,C0112,SKU0033,17,47.55,2024-08-02,ecommerce,808.3499999999999,Standard,24.14,1,María Ortiz,France,E-commerce,397.9699999999999,2024-08
O000029,C0021,SKU0017,25,70.51,2025-01-30,retail,1762.7500000000002,Gift Box,17.7,1,Paula Silva,Netherlands,Retail,1320.25,2025-01
O000130,C0134,SKU0029,36,40.47,2025-01-08,wholesale,1456.92,Standard,19.24,0,Camila Castro,Netherlands,Corporate,764.28,2025-01
O000241,C0028,SKU0027,26,49.7,2024-03-22,wholesale,1292.2,Seasonal,16.9,1,Ana Sánchez,Mexico,Distributor,852.8000000000001,2024-03
O001037,C0166,SKU0041,8,47.65,2025-05-16,ecommerce,381.2,Standard,6.0,0,Andrés Torres,,Distributor,333.2,2025-05
O000705,C0001,SKU0001,45,71.69,2025-08-11,export,3226.0499999999997,Gift Box,6.94,1,Diego Vargas,Ecuador,Wholesale,2913.75,2025-08
O001146,C0110,SKU0024,4,20.66,2026-01-13,ecommerce,82.64,Seasonal,18.59,1,Valentina Torres,France,Retail,8.280000000000001,2026-01
O001321,C0021,SKU0024,25,75.72,2024-09-05,ecommerce,1893.0,Seasonal,18.59,1,Paula Silva,Netherlands,Retail,1428.25,2024-09
O000898,C0183,SKU0010,2,22.47,2025-10-07,export,44.94,Seasonal,10.23,1,Carlos Silva,Germany,Corporate,24.479999999999997,2025-10
O000678,C0063,SKU0023,6,77.27,2025-02-25,retail,463.62,Standard,8.25,1,Daniela Gómez,Spain,Wholesale,414.12,2025-02
O001178,C0193,SKU0051,14,19.34,2025-11-26,export,270.76,Premium,16.59,0,Camila Sánchez,UK,Wholesale,38.5,2025-11
O000452,C0145,SKU0057,29,20.8,2025-05-12,export,603.2,Luxury,12.79,1,Paula Mendoza,Chile,Corporate,232.29000000000005,2025-05
O000504,C0086,SKU0024,28,14.86,2025-01-22,export,416.08,Seasonal,18.59,1,Jorge Castro,France,Corporate,-104.44000000000001,2025-01
O000513,C0087,SKU0015,37,21.26,2024-12-22,wholesale,786.62,Standard,15.24,1,Diego Pérez,Ecuador,Retail,222.74000000000004,2024-12
O000545,C0147,SKU0002,43,68.97,2024-03-09,retail,2965.71,Seasonal,14.04,1,Ana Silva,,Corporate,2361.99,2024-03
O001306,C0036,SKU0053,46,68.67,2024-09-02,ecommerce,3158.82,Gift Box,6.51,1,Ana Castro,Ecuador,E-commerce,2859.36,2024-09
O000127,C0037,SKU0010,32,77.43,2024-05-26,wholesale,2477.76,Seasonal,10.23,1,Andrés Ramírez,Mexico,E-commerce,2150.4,2024-05
O001468,C0093,SKU0048,41,19.43,2024-12-24,ecommerce,796.63,Gift Box,20.04,1,Valentina Pérez,Mexico,Corporate,-25.009999999999977,2024-12
O000348,C0110,SKU0054,12,57.14,2025-09-07,ecommerce,685.6800000000001,Standard,6.46,1,Valentina Torres,France,Retail,608.16,2025-09
O001213,C0058,SKU0035,17,29.38,2025-03-11,retail,499.46,Luxury,16.47,1,Fernando Ortiz,USA,Retail,219.47,2025-03
O000722,C0163,SKU0033,38,48.86,2025-11-26,ecommerce,1856.68,Standard,24.14,1,Diego Morales,Germany,Wholesale,939.3599999999999,2025-11
O001000,C0006,SKU0004,46,79.72,2025-08-27,export,3667.12,Seasonal,8.88,1,Diego Castro,Mexico,Wholesale,3258.6400000000003,2025-08
O001433,C0013,SKU0034,4,32.58,2024-08-07,ecommerce,130.32,Gift Box,6.94,1,Camila Herrera,France,E-commerce,102.55999999999999,2024-08
O001379,C0127,SKU0017,45,25.61,2025-08-01,ecommerce,1152.45,Gift Box,17.7,1,María Gómez,Ecuador,Wholesale,355.95,2025-08
O000392,C0188,SKU0016,12,78.16,2025-07-26,ecommerce,937.92,Standard,21.82,1,Jorge Ortiz,Spain,Corporate,676.0799999999999,2025-07
O001330,C0015,SKU0034,13,55.87,2024-01-01,export,726.31,Gift Box,6.94,1,Luis Silva,France,E-commerce,636.09,2024-01
O000117,C0157,SKU0012,1,24.26,2025-12-01,retail,24.26,Standard,23.24,1,Daniela Gómez,USA,,1.0200000000000031,2025-12
O000105,C0015,SKU0045,5,71.57,2025-01-18,retail,357.84999999999997,Premium,16.02,0,Luis Silva,France,E-commerce,277.75,2025-01
O001231,C0070,SKU0048,28,52.1,2024-12-09,ecommerce,1458.8,Gift Box,20.04,1,Andrés Reyes,Germany,Distributor,897.6800000000001,2024-12
O001487,C0025,SKU0048,11,73.81,2024-11-12,ecommerce,811.9100000000001,Gift Box,20.04,1,Luis Rojas,France,E-commerce,591.47,2024-11
O000380,C0008,SKU0051,28,16.03,2024-01-14,ecommerce,448.84000000000003,Premium,16.59,0,Diego Gómez,UK,Corporate,-15.679999999999964,2024-01
O000352,C0180,SKU0020,2,77.06,2024-08-13,ecommerce,154.12,Gift Box,17.29,1,Ana Pérez,Netherlands,Wholesale,119.54,2024-08
O000294,C0010,SKU0051,7,77.14,2025-10-21,retail,539.98,Premium,16.59,0,Lucía Silva,Ecuador,E-commerce,423.84999999999997,2025-10
O001045,C0077,SKU0020,4,70.33,2025-02-27,ecommerce,281.32,Gift Box,17.29,1,Daniela Torres,Spain,Distributor,212.16,2025-02
O001407,C0088,SKU0049,2,65.05,2025-04-15,retail,130.1,Luxury,20.78,1,Carlos Sánchez,Spain,Distributor,88.53999999999999,2025-04
O000758,C0104,SKU0020,17,32.5,2024-01-18,ecommerce,552.5,Gift Box,17.29,1,Carlos Ortiz,Ecuador,Corporate,258.57,2024-01
O000987,C0147,SKU0051,22,77.85,2025-06-03,retail,1712.6999999999998,Premium,16.59,0,Ana Silva,,Corporate,1347.7199999999998,2025-06
O000024,C0025,SKU0007,44,51.88,2025-01-31,wholesale,2282.7200000000003,Seasonal,10.88,1,Luis Rojas,France,E-commerce,1804.0,2025-01
O000733,C0198,SKU0025,2,70.84,2024-11-10,export,141.68,Luxury,22.08,0,Diego Castro,USA,Retail,97.52000000000001,2024-11
O000952,C0132,SKU0036,14,15.89,2025-02-26,ecommerce,222.46,,6.94,1,Ana Pérez,Netherlands,Wholesale,125.29999999999998,2025-02
O000091,C0055,SKU0059,29,60.02,2025-06-26,ecommerce,1740.5800000000002,Luxury,18.1,1,Lucía Herrera,Germany,E-commerce,1215.68,2025-06
O001040,C0043,SKU0008,4,55.09,2024-12-26,ecommerce,220.36,Gift Box,11.97,0,Jorge Ramírez,France,Retail,172.48000000000002,2024-12
O000524,C0163,SKU0058,5,26.04,2025-06-04,ecommerce,130.2,Luxury,20.26,1,Diego Morales,Germany,Wholesale,28.899999999999988,2025-06
O000548,C0023,SKU0046,47,39.85,2024-05-23,export,1872.95,Seasonal,13.79,1,Luis Sánchez,USA,E-commerce,1224.8200000000002,2024-05
O001114,C0125,SKU0018,2,69.72,2024-07-06,export,139.44,Luxury,20.89,0,Paula Vargas,Mexico,Corporate,97.66,2024-07
O001265,C0117,SKU0009,36,79.24,2025-01-20,ecommerce,2852.64,Seasonal,18.4,1,Lucía Torres,Ecuador,E-commerce,2190.24,2025-01
O001305,C0023,SKU0050,43,42.5,2024-10-27,retail,1827.5,Standard,14.34,1,Luis Sánchez,USA,E-commerce,1210.88,2024-10
O001131,C0011,SKU0016,24,72.77,2026-01-01,ecommerce,1746.48,Standard,21.82,1,María Pérez,Netherlands,Wholesale,1222.8,2026-01
O001367,C0021,SKU0008,34,28.07,2025-06-28,wholesale,954.38,Gift Box,11.97,0,Paula Silva,Netherlands,Retail,547.4000000000001,2025-06
O000599,C0068,SKU0036,33,63.07,2025-04-29,retail,2081.31,,6.94,1,Andrés Silva,Spain,Wholesale,1852.2900000000002,2025-04
O000825,C0103,SKU0013,24,64.73,2024-07-05,ecommerce,1553.52,Luxury,14.1,1,Ana Sánchez,Mexico,Retail,1215.1200000000001,2024-07
O000762,C0018,SKU0016,23,68.93,2024-10-14,ecommerce,1585.39,Standard,21.82,1,Daniela Reyes,USA,Retail,1083.5300000000002,2024-10
O000824,C0189,SKU0049,10,75.3,2026-01-01,ecommerce,753.0,Luxury,20.78,1,Daniela Silva,Canada,Corporate,545.1999999999999,2026-01
O000591,C0022,SKU0005,15,30.29,2025-02-21,retail,454.34999999999997,Standard,11.72,1,Diego Vargas,Spain,Distributor,278.55,2025-02
O000224,C0175,SKU0037,38,60.58,2026-01-03,wholesale,2302.04,Gift Box,20.7,0,Luis Sánchez,UK,Corporate,1515.4399999999998,2026-01
O001090,C0138,SKU0023,21,69.19,2024-11-07,wholesale,1452.99,Standard,8.25,1,Ana Sánchez,Ecuador,Wholesale,1279.74,2024-11
O000214,C0024,SKU0015,19,31.85,2025-04-17,ecommerce,605.15,Standard,15.24,1,Fernando Vargas,Chile,Wholesale,315.59,2025-04
O000744,C0168,SKU0040,23,35.67,2024-03-20,retail,820.4100000000001,Standard,16.39,1,Jorge Castro,USA,Wholesale,443.44000000000005,2024-03
O000852,C0011,SKU0005,4,60.58,2024-08-20,wholesale,242.32,Standard,11.72,1,María Pérez,Netherlands,Wholesale,195.44,2024-08
O001133,C0088,SKU0053,16,52.85,2025-02-20,ecommerce,845.6,Gift Box,6.51,1,Carlos Sánchez,Spain,Distributor,741.44,2025-02
O000830,C0170,SKU0018,3,52.53,2024-03-25,retail,157.59,Luxury,20.89,0,Camila Ramírez,Ecuador,E-commerce,94.92,2024-03
O000078,C0082,SKU0031,6,62.86,2025-06-21,ecommerce,377.15999999999997,Standard,23.65,0,Valentina Pérez,Germany,Distributor,235.26,2025-06
O001467,C0146,SKU0051,40,59.45,2024-03-13,retail,2378.0,Premium,16.59,0,Andrés Ortiz,Mexico,Wholesale,1714.4,2024-03
O000001,C0049,SKU0019,11,51.92,2025-04-14,wholesale,571.12,Luxury,15.19,1,Paula Vargas,UK,E-commerce,404.03000000000003,2025-04
O000389,C0077,SKU0019,35,73.85,2025-11-07,retail,2584.75,Luxury,15.19,1,Daniela Torres,Spain,Distributor,2053.1,2025-11
O000587,C0049,SKU0030,36,40.45,2025-07-13,retail,1456.2,Standard,5.77,1,Paula Vargas,UK,E-commerce,1248.4800000000002,2025-07
O000440,C0037,SKU0053,5,44.73,2025-09-12,retail,223.64999999999998,Gift Box,6.51,1,Andrés Ramírez,Mexico,E-commerce,191.1,2025-09
O000646,C0093,SKU0018,22,59.07,2025-11-14,ecommerce,1299.54,Luxury,20.89,0,Valentina Pérez,Mexico,Corporate,839.96,2025-11
O000826,C0081,SKU0015,17,69.46,2025-05-12,wholesale,1180.82,Standard,15.24,1,María Silva,Chile,Wholesale,921.7399999999999,2025-05
O000576,C0062,SKU0026,39,73.53,2024-07-12,ecommerce,2867.67,Standard,6.77,1,Miguel Mendoza,France,Retail,2603.6400000000003,2024-07
O000804,C0038,SKU0036,41,40.03,2025-07-28,wholesale,1641.23,,6.94,1,Daniela Vargas,Mexico,Distributor,1356.69,2025-07
O001246,C0172,SKU0030,17,17.45,2024-02-23,retail,296.65,Standard,5.77,1,Fernando Rojas,Ecuador,E-commerce,198.56,2024-02
O000693,C0044,SKU0040,40,66.09,2025-12-05,ecommerce,2643.6000000000004,Standard,16.39,1,Sofía Ortiz,Spain,E-commerce,1988.0,2025-12
O000552,C0031,SKU0044,16,42.6,2024-03-25,wholesale,681.6,Standard,15.86,1,Camila Pérez,Germany,Distributor,427.84000000000003,2024-03
O000698,C0012,SKU0005,45,13.82,2025-08-29,wholesale,621.9,Standard,11.72,1,Fernando Sánchez,Chile,E-commerce,94.49999999999999,2025-08
O000298,C0168,SKU0027,49,23.95,2025-09-02,ecommerce,1173.55,Seasonal,16.9,1,Jorge Castro,USA,Wholesale,345.45000000000005,2025-09
O000546,C0055,SKU0008,35,35.28,2024-01-08,wholesale,1234.8,Gift Box,11.97,0,Lucía Herrera,Germany,E-commerce,815.8500000000001,2024-01
O000544,C0179,SKU0034,14,30.56,2025-12-01,ecommerce,427.84,Gift Box,6.94,1,Valentina Vargas,Chile,Wholesale,330.67999999999995,2025-12
